"","LPI_final","CI_low","CI_high","years","sim","label"
"1",1,1,1,1950,1,"20%"
"2",0.990761278310005,0.98986637046343,0.991496989188321,1951,1,"20%"
"3",0.981170062448859,0.979864924248212,0.982282479156186,1952,1,"20%"
"4",0.971664206736986,0.970106054191425,0.973011362344356,1953,1,"20%"
"5",0.962243220457168,0.960579009264009,0.963897149726367,1954,1,"20%"
"6",0.952911230069533,0.950972474592025,0.954766664302663,1955,1,"20%"
"7",0.943671004798292,0.941535505357058,0.945689210358568,1956,1,"20%"
"8",0.934518859310044,0.932125807670954,0.936598783205702,1957,1,"20%"
"9",0.925441925950523,0.923061235797689,0.927600704439764,1958,1,"20%"
"10",0.916419882268796,0.913964067728064,0.918766152349317,1959,1,"20%"
"11",0.907430523215474,0.904877262314254,0.910010160354952,1960,1,"20%"
"12",0.898455895998995,0.895851819786787,0.901109968166004,1961,1,"20%"
"13",0.889487118417629,0.886742671089148,0.892186575065467,1962,1,"20%"
"14",0.88051933026782,0.877671216392879,0.883391218290117,1963,1,"20%"
"15",0.871549331556838,0.868758587042058,0.874396427630352,1964,1,"20%"
"16",0.862572106161644,0.859760922052552,0.865375839635767,1965,1,"20%"
"17",0.853582206480554,0.850720973821368,0.856496041102127,1966,1,"20%"
"18",0.844578716900799,0.841795870117412,0.847441834231708,1967,1,"20%"
"19",0.835568115923564,0.832657518986178,0.838329037617587,1968,1,"20%"
"20",0.826561549298679,0.823724365640143,0.829395344296248,1969,1,"20%"
"21",0.817569242754904,0.814744936323803,0.82051728758847,1970,1,"20%"
"22",0.808599314152874,0.805685368361842,0.811533248512158,1971,1,"20%"
"23",0.799659324810608,0.796764949743445,0.802693454984046,1972,1,"20%"
"24",0.790757308310361,0.787900867893757,0.793719965590994,1973,1,"20%"
"25",0.781898745522074,0.778962143915167,0.78478162662847,1974,1,"20%"
"26",0.773085421286515,0.770185839686819,0.775946938229802,1975,1,"20%"
"27",0.764316037487557,0.761448578962527,0.767204874757145,1976,1,"20%"
"28",0.755590425064299,0.752803983554659,0.758564530235329,1977,1,"20%"
"29",0.74691178757844,0.744139536498934,0.749788209546761,1978,1,"20%"
"30",0.738283007853874,0.735528856015919,0.741130139924689,1979,1,"20%"
"31",0.729702008920835,0.726903538661153,0.732493454207287,1980,1,"20%"
"32",0.721159786632636,0.718396071522837,0.723945809238854,1981,1,"20%"
"33",0.712644491564443,0.709881985059119,0.715464850238185,1982,1,"20%"
"34",0.704149726099891,0.701421794247302,0.70696122531286,1983,1,"20%"
"35",0.695677483618785,0.693018870676704,0.69846755399592,1984,1,"20%"
"36",0.687232172604448,0.68462080992142,0.690045109054306,1985,1,"20%"
"37",0.678815166840301,0.67622998958577,0.681566881760362,1986,1,"20%"
"38",0.670425332878452,0.667853190637249,0.673134394020876,1987,1,"20%"
"39",0.662061719766837,0.659509180374989,0.664741651116379,1988,1,"20%"
"40",0.653723530300033,0.65119935489531,0.656411052533386,1989,1,"20%"
"41",0.645410840129393,0.642914659521734,0.648024179408563,1990,1,"20%"
"42",0.637123727938344,0.634660118691386,0.639695159683486,1991,1,"20%"
"43",0.628862714405884,0.626406244591076,0.63138128833525,1992,1,"20%"
"44",0.620630069018168,0.618107072105188,0.623043437633621,1993,1,"20%"
"45",0.612430245271265,0.609950500682157,0.614795357499619,1994,1,"20%"
"46",0.60426623903157,0.601775450906512,0.60667344334462,1995,1,"20%"
"47",0.596136887312352,0.593732966971546,0.598507460534075,1996,1,"20%"
"48",0.58804030507242,0.585684626420897,0.590355151043268,1997,1,"20%"
"49",0.579975315887246,0.577654344202885,0.582296302520368,1998,1,"20%"
"50",0.571940166534299,0.569498721033557,0.574202426772989,1999,1,"20%"
"51",0.563932939047213,0.561543951361203,0.56618430504647,2000,1,"20%"
"52",0.555950789953878,0.553579215232934,0.558258018778904,2001,1,"20%"
"53",0.54798963867514,0.545611600645556,0.550229005689688,2002,1,"20%"
"54",0.540044900394039,0.537719330657775,0.542310285519589,2003,1,"20%"
"55",0.532111052941115,0.52979476154867,0.534340766824857,2004,1,"20%"
"56",0.524183561860195,0.521903768774277,0.526531867424039,2005,1,"20%"
"57",0.516259953616182,0.513930004117318,0.518641597921781,2006,1,"20%"
"58",0.508340627808912,0.505990791786704,0.510591186021698,2007,1,"20%"
"59",0.500429074751488,0.498000628971564,0.502848730984623,2008,1,"20%"
"60",0.492534826832427,0.490069577830485,0.494995767312497,2009,1,"20%"
"61",0.484670311820707,0.482170631073087,0.487129521343365,2010,1,"20%"
"62",0.476846681586892,0.474277554977357,0.479365854124234,2011,1,"20%"
"63",0.469074573678638,0.466383782849956,0.471750132843864,2012,1,"20%"
"64",0.461362893833235,0.458643787755315,0.464058954225066,2013,1,"20%"
"65",0.453721130095058,0.450910754446786,0.456381615776812,2014,1,"20%"
"66",0.446160299456757,0.44323085362214,0.448955738585056,2015,1,"20%"
"67",0.438692664890605,0.435741026258295,0.441589029431273,2016,1,"20%"
"68",0.431328961277387,0.428329753015312,0.434345881949516,2017,1,"20%"
"69",0.424077388928495,0.421028433403944,0.427074990551104,2018,1,"20%"
"70",0.416712666057109,0.413556057820985,0.419731957377415,2019,1,"20%"
"71",0.416712666057109,0.413556057820985,0.419731957377415,2020,1,"20%"
"72",0.416712666057109,0.413556057820985,0.419731957377415,2021,1,"20%"
"73",1,1,1,1950,2,"40%"
"74",0.990354070431293,0.987374598700275,0.992982567513634,1951,2,"40%"
"75",0.983035062326381,0.977722501938177,0.989387817278815,1952,2,"40%"
